Order_ID,Date,Product,Category,Region,Quantity,Price,Sales
481,2025-06-02,Tablet,Accessories,West,7,45500,318500
482,2025-10-05,Printer,Accessories,West,9,12389,111501
483,2025-10-15,Tablet,Accessories,North,5,11935,59675
484,2025-05-02,Keyboard,Electronics,East,8,12758,102064
485,2025-08-21,Mouse,Accessories,North,1,38143,38143
486,2025-10-29,Keyboard,Electronics,East,5,16497,82485
487,2025-12-11,Keyboard,Accessories,North,6,21214,127284
488,2025-01-29,Monitor,Electronics,West,2,13557,27114
489,2025-03-29,Printer,Electronics,South,2,45138,90276
490,2025-12-19,Tablet,Electronics,South,5,2224,11120
491,2025-01-30,Mouse,Accessories,East,3,16906,50718
492,2025-04-21,Mobile,Accessories,West,9,36568,329112
493,2025-12-30,Monitor,Electronics,North,8,23156,185248
494,2025-08-12,Mobile,Accessories,East,4,48731,194924
495,2025-10-29,Mouse,Electronics,East,9,3581,32229
496,2025-04-22,Monitor,Electronics,West,2,32156,64312
497,2025-08-22,Mobile,Accessories,South,4,48201,192804
498,2025-01-20,Tablet,Accessories,East,1,14444,14444
499,2025-07-30,Monitor,Accessories,West,7,12587,88109
500,2025-01-24,Keyboard,Electronics,South,4,42503,170012
501,2025-11-06,Mouse,Electronics,South,5,8409,42045
502,2025-07-07,Laptop,Electronics,West,6,39159,234954
503,2025-03-12,Printer,Electronics,South,1,28266,28266
504,2025-08-17,Mobile,Electronics,West,3,16587,49761
505,2025-09-11,Mobile,Accessories,South,4,37227,148908
506,2025-11-01,Mouse,Accessories,East,3,29231,87693
507,2025-03-17,Keyboard,Accessories,South,6,42592,255552
508,2025-12-22,Tablet,Accessories,North,5,44434,222170
509,2025-07-02,Laptop,Electronics,North,4,5969,23876
510,2025-04-26,Laptop,Electronics,West,2,34098,68196
511,2025-04-28,Monitor,Electronics,North,9,34287,308583
512,2025-05-28,Mouse,Electronics,East,6,34551,207306
513,2025-03-19,Printer,Electronics,East,6,30754,184524
514,2025-11-21,Laptop,Accessories,North,9,46157,415413
515,2025-04-17,Laptop,Accessories,South,2,47350,94700
516,2025-12-03,Tablet,Electronics,East,6,36025,216150
517,2025-02-04,Keyboard,Accessories,East,5,18333,91665
518,2025-02-18,Monitor,Accessories,West,5,8499,42495
519,2025-03-11,Mobile,Accessories,South,5,43863,219315
520,2025-05-09,Laptop,Accessories,South,7,5605,39235
521,2025-06-23,Printer,Accessories,West,9,13993,125937
522,2025-03-25,Laptop,Accessories,North,9,8210,73890
523,2025-04-16,Keyboard,Accessories,West,8,9567,76536
524,2025-08-08,Keyboard,Accessories,South,7,662,4634
525,2025-04-16,Laptop,Electronics,South,6,35282,211692
526,2025-08-16,Tablet,Accessories,South,9,31008,279072
527,2025-07-15,Mobile,Electronics,East,9,16392,147528
528,2025-06-09,Tablet,Accessories,West,7,31858,223006
529,2025-05-22,Laptop,Electronics,South,7,12429,87003
530,2025-05-11,Mouse,Accessories,North,5,28728,143640
531,2025-12-11,Monitor,Accessories,West,8,27428,219424
532,2025-06-10,Mobile,Electronics,West,9,7088,63792
533,2025-10-16,Laptop,Accessories,North,9,33865,304785
534,2025-02-12,Laptop,Electronics,South,2,6671,13342
535,2025-04-08,Keyboard,Accessories,South,1,21508,21508
536,2025-11-26,Monitor,Electronics,South,2,4148,8296
537,2025-03-07,Mobile,Accessories,West,6,46636,279816
538,2025-06-16,Keyboard,Accessories,West,3,13424,40272
539,2025-02-28,Mobile,Electronics,West,8,31151,249208
540,2025-02-18,Mouse,Electronics,West,3,35122,105366
541,2025-08-02,Mouse,Accessories,West,4,31073,124292
542,2025-08-02,Printer,Accessories,South,5,31298,156490
543,2025-02-27,Printer,Accessories,North,9,7323,65907
544,2025-09-05,Keyboard,Electronics,West,2,16780,33560
545,2025-08-15,Keyboard,Electronics,West,1,42471,42471
546,2025-06-27,Tablet,Electronics,North,7,23628,165396
547,2025-09-25,Mobile,Accessories,West,3,29950,89850
548,2025-03-26,Mouse,Electronics,East,9,10903,98127
549,2025-02-11,Printer,Accessories,South,8,14021,112168
550,2025-12-02,Tablet,Electronics,East,2,19706,39412
551,2025-02-09,Keyboard,Electronics,West,2,2398,4796
552,2025-01-08,Monitor,Accessories,West,1,24051,24051
553,2025-09-03,Tablet,Accessories,North,5,2807,14035
554,2025-05-09,Mouse,Electronics,East,7,40451,283157
555,2025-04-12,Mobile,Electronics,East,5,1783,8915
556,2025-10-10,Monitor,Electronics,East,7,20595,144165
557,2025-10-08,Printer,Accessories,South,1,27319,27319
558,2025-07-08,Printer,Electronics,North,5,33494,167470
559,2025-05-14,Tablet,Accessories,West,4,45017,180068
560,2025-12-30,Printer,Electronics,North,9,30590,275310
561,2025-05-11,Printer,Accessories,South,8,46805,374440
562,2025-08-06,Keyboard,Electronics,North,5,20715,103575
563,2025-02-03,Laptop,Electronics,East,3,18599,55797
564,2025-03-16,Laptop,Electronics,West,2,5933,11866
565,2025-11-21,Printer,Electronics,South,6,6916,41496
566,2025-07-31,Monitor,Accessories,South,3,13076,39228
567,2025-09-05,Printer,Electronics,East,2,37846,75692
568,2025-05-28,Printer,Electronics,West,6,39612,237672
569,2025-05-08,Mouse,Electronics,West,7,42314,296198
570,2025-07-10,Monitor,Electronics,North,9,47746,429714
571,2025-05-22,Printer,Accessories,North,5,44833,224165
572,2025-12-21,Printer,Electronics,East,7,33660,235620
573,2025-09-08,Tablet,Electronics,East,2,21625,43250
574,2025-02-15,Keyboard,Accessories,West,2,15723,31446
575,2025-07-09,Tablet,Electronics,South,5,9531,47655
576,2025-10-08,Keyboard,Accessories,South,4,43364,173456
577,2025-03-24,Keyboard,Electronics,East,7,18851,131957
578,2025-10-11,Printer,Electronics,East,3,24764,74292
579,2025-05-04,Mouse,Electronics,West,9,11502,103518
580,2025-04-30,Keyboard,Electronics,North,3,4993,14979
581,2025-10-13,Laptop,Accessories,North,4,32155,128620
582,2025-05-22,Tablet,Electronics,East,8,47692,381536
583,2025-11-30,Keyboard,Electronics,West,9,33198,298782
584,2025-12-27,Monitor,Accessories,South,4,15349,61396
585,2025-07-02,Monitor,Accessories,North,9,5874,52866
586,2025-03-05,Keyboard,Accessories,North,3,1278,3834
587,2025-10-03,Monitor,Electronics,West,5,14115,70575
588,2025-07-20,Monitor,Electronics,West,1,7656,7656
589,2025-08-04,Laptop,Accessories,North,3,9668,29004
590,2025-11-28,Keyboard,Accessories,South,7,32674,228718
591,2025-01-26,Printer,Electronics,South,9,46214,415926
592,2025-11-03,Keyboard,Accessories,North,8,15368,122944
593,2025-11-07,Mouse,Accessories,West,3,29303,87909
594,2025-03-17,Monitor,Electronics,South,4,22409,89636
595,2025-06-11,Tablet,Electronics,North,2,35275,70550
596,2025-03-28,Keyboard,Accessories,South,1,32827,32827
597,2025-03-02,Printer,Accessories,South,9,28869,259821
598,2025-12-28,Laptop,Electronics,North,8,47046,376368
599,2025-05-22,Tablet,Accessories,North,1,30038,30038
600,2025-06-26,Monitor,Electronics,South,4,31019,124076
601,2025-07-09,Tablet,Accessories,West,1,18209,18209
602,2025-10-22,Monitor,Electronics,North,1,37965,37965
603,2025-08-21,Laptop,Accessories,North,6,27505,165030
604,2025-01-17,Monitor,Electronics,East,1,5148,5148
605,2025-02-10,Mouse,Electronics,West,7,49834,348838
606,2025-11-29,Mouse,Accessories,North,3,21886,65658
607,2025-04-18,Tablet,Accessories,West,1,44699,44699
608,2025-09-25,Monitor,Accessories,North,8,42592,340736
609,2025-09-07,Monitor,Accessories,North,7,34255,239785
610,2025-08-03,Laptop,Electronics,West,7,36320,254240
611,2025-11-20,Keyboard,Electronics,East,2,47237,94474
612,2025-05-27,Mouse,Accessories,West,4,17477,69908
613,2025-08-13,Printer,Accessories,East,4,30308,121232
614,2025-10-12,Laptop,Accessories,South,9,6389,57501
615,2025-09-23,Keyboard,Accessories,East,3,10558,31674
616,2025-02-08,Printer,Electronics,West,6,40812,244872
617,2025-04-03,Keyboard,Electronics,West,6,12277,73662
618,2025-03-22,Laptop,Accessories,West,8,23285,186280
619,2025-11-17,Mouse,Electronics,East,3,2782,8346
620,2025-03-03,Laptop,Electronics,East,5,9928,49640
621,2025-10-21,Printer,Electronics,South,9,7946,71514
622,2025-03-14,Monitor,Accessories,South,2,35926,71852
623,2025-07-14,Printer,Accessories,East,2,35091,70182
624,2025-01-23,Tablet,Accessories,West,9,3634,32706
625,2025-04-10,Printer,Electronics,West,9,1641,14769
626,2025-06-05,Monitor,Electronics,West,7,36629,256403
627,2025-11-17,Laptop,Electronics,West,5,26667,133335
628,2025-07-21,Printer,Accessories,West,3,49296,147888
629,2025-05-06,Tablet,Electronics,North,3,44514,133542
630,2025-11-21,Mobile,Accessories,West,6,9267,55602
631,2025-11-17,Mouse,Accessories,North,8,49113,392904
632,2025-12-10,Tablet,Electronics,East,2,40248,80496
633,2025-12-29,Tablet,Accessories,East,4,42638,170552
634,2025-11-11,Monitor,Electronics,North,2,19193,38386
635,2025-05-05,Monitor,Accessories,West,5,2669,13345
636,2025-03-28,Keyboard,Accessories,South,5,32278,161390
637,2025-10-12,Monitor,Electronics,East,9,19300,173700
638,2025-04-19,Keyboard,Accessories,North,4,35204,140816
639,2025-11-01,Monitor,Accessories,North,5,16348,81740
640,2025-12-09,Tablet,Electronics,South,6,21800,130800
641,2025-12-07,Keyboard,Electronics,West,2,5357,10714
642,2025-05-19,Mouse,Accessories,East,5,8991,44955
643,2025-10-07,Monitor,Electronics,North,1,34895,34895
644,2025-09-30,Tablet,Accessories,South,2,27262,54524
645,2025-09-06,Mobile,Electronics,North,8,9929,79432
646,2025-01-08,Printer,Electronics,North,7,49480,346360
647,2025-05-27,Mouse,Accessories,East,5,43671,218355
648,2025-11-06,Monitor,Electronics,West,5,25342,126710
649,2025-09-03,Tablet,Electronics,West,6,28808,172848
650,2025-07-03,Printer,Electronics,South,5,26052,130260
651,2025-05-27,Mobile,Accessories,West,6,32772,196632
652,2025-03-11,Mouse,Electronics,South,4,30035,120140
653,2025-03-16,Laptop,Accessories,West,4,7769,31076
654,2025-07-22,Laptop,Electronics,South,7,21378,149646
655,2025-08-07,Mobile,Accessories,East,1,30886,30886
656,2025-12-31,Tablet,Accessories,East,4,42362,169448
657,2025-04-26,Monitor,Electronics,North,9,35131,316179
658,2025-12-18,Tablet,Electronics,South,1,15572,15572
659,2025-11-21,Monitor,Electronics,South,3,2990,8970
660,2025-01-22,Monitor,Accessories,East,7,34405,240835
661,2025-10-25,Keyboard,Electronics,West,3,19837,59511
662,2025-06-01,Tablet,Accessories,South,2,12444,24888
663,2025-01-19,Mobile,Accessories,South,9,28310,254790
664,2025-01-30,Mouse,Electronics,North,1,12090,12090
665,2025-02-06,Laptop,Electronics,North,4,33292,133168
666,2025-07-07,Laptop,Electronics,North,8,13435,107480
667,2025-07-13,Mouse,Accessories,East,4,29718,118872
668,2025-09-17,Keyboard,Electronics,South,9,21781,196029
669,2025-07-07,Monitor,Electronics,West,3,24822,74466
670,2025-03-02,Tablet,Electronics,South,2,2592,5184
671,2025-05-25,Mouse,Accessories,South,2,15771,31542
672,2025-11-18,Mobile,Accessories,North,6,40623,243738
673,2025-10-17,Mouse,Electronics,West,8,10850,86800
674,2025-02-24,Tablet,Accessories,North,7,5227,36589
675,2025-11-17,Laptop,Electronics,South,7,28954,202678
676,2025-01-21,Tablet,Electronics,East,5,36096,180480
677,2025-01-31,Laptop,Electronics,East,9,48329,434961
678,2025-02-21,Printer,Accessories,South,4,2089,8356
679,2025-02-22,Mouse,Accessories,South,2,39823,79646
680,2025-02-28,Mouse,Accessories,South,4,34496,137984
681,2025-10-17,Mobile,Accessories,South,7,39314,275198
682,2025-02-18,Mouse,Electronics,East,9,14527,130743
683,2025-12-15,Mobile,Accessories,West,1,24045,24045
684,2025-07-28,Mouse,Accessories,South,6,27417,164502
685,2025-11-21,Printer,Electronics,West,8,22940,183520
686,2025-04-17,Tablet,Electronics,East,9,19508,175572
687,2025-04-10,Mobile,Electronics,East,2,37791,75582
688,2025-07-17,Printer,Electronics,North,3,2724,8172
689,2025-08-06,Monitor,Electronics,West,1,32941,32941
690,2025-06-24,Mouse,Electronics,North,9,23978,215802
691,2025-01-11,Laptop,Accessories,East,5,24927,124635
692,2025-07-20,Monitor,Accessories,East,9,10321,92889
693,2025-10-25,Laptop,Electronics,South,3,1816,5448
694,2025-02-10,Tablet,Electronics,West,7,19471,136297
695,2025-08-15,Printer,Electronics,West,2,41203,82406
696,2025-01-13,Mobile,Electronics,North,7,20956,146692
697,2025-01-16,Laptop,Electronics,South,4,27154,108616
698,2025-04-10,Monitor,Electronics,North,6,35273,211638
699,2025-08-04,Mouse,Accessories,South,2,20860,41720
700,2025-05-29,Printer,Accessories,South,3,49631,148893
701,2025-01-21,Printer,Electronics,East,6,9047,54282
702,2025-04-28,Keyboard,Accessories,North,9,27172,244548
703,2025-02-15,Monitor,Electronics,South,5,45117,225585
704,2025-12-03,Printer,Accessories,South,8,37109,296872
705,2025-04-21,Keyboard,Electronics,West,3,24972,74916
706,2025-01-29,Tablet,Electronics,West,6,24587,147522
707,2025-12-06,Mouse,Accessories,West,6,45364,272184
708,2025-04-02,Mobile,Accessories,East,1,43611,43611
709,2025-06-19,Tablet,Electronics,South,6,45224,271344
710,2025-05-14,Mouse,Accessories,West,9,30616,275544
711,2025-02-02,Mouse,Accessories,East,5,29836,149180
712,2025-01-12,Tablet,Electronics,West,4,20593,82372
713,2025-06-09,Tablet,Accessories,North,7,21436,150052
714,2025-02-14,Keyboard,Electronics,West,7,48332,338324
715,2025-06-06,Mobile,Accessories,West,8,25270,202160
716,2025-08-06,Printer,Accessories,West,7,49567,346969
717,2025-05-13,Printer,Accessories,East,9,33898,305082
718,2025-01-17,Tablet,Accessories,West,6,17116,102696
719,2025-01-26,Laptop,Accessories,East,7,43869,307083
720,2025-06-30,Printer,Electronics,East,3,23294,69882
721,2025-06-24,Printer,Accessories,West,1,34340,34340
722,2025-02-26,Mouse,Electronics,North,6,10415,62490
723,2025-08-29,Mobile,Electronics,West,2,11533,23066
724,2025-09-05,Keyboard,Electronics,South,4,47964,191856
725,2025-01-15,Monitor,Accessories,North,6,45269,271614
726,2025-03-27,Keyboard,Accessories,South,5,45105,225525
727,2025-01-06,Monitor,Accessories,West,3,38353,115059
728,2025-08-28,Tablet,Electronics,South,1,24772,24772
729,2025-09-29,Printer,Electronics,West,6,28828,172968
730,2025-07-06,Mobile,Accessories,North,8,31027,248216
731,2025-11-07,Keyboard,Accessories,South,5,40454,202270
732,2025-10-12,Tablet,Electronics,South,6,1119,6714
733,2025-10-26,Monitor,Accessories,South,1,29790,29790
734,2025-01-08,Monitor,Accessories,West,2,5866,11732
735,2025-04-04,Laptop,Electronics,East,4,46050,184200
736,2025-03-25,Mobile,Accessories,North,1,45742,45742
737,2025-05-17,Monitor,Accessories,West,6,28191,169146
738,2025-06-05,Mobile,Electronics,East,5,8655,43275
739,2025-09-09,Mobile,Electronics,West,5,19101,95505
740,2025-06-04,Laptop,Electronics,East,6,27736,166416
741,2025-09-05,Mouse,Electronics,South,4,24316,97264
742,2025-06-09,Laptop,Electronics,East,3,2676,8028
743,2025-04-27,Keyboard,Electronics,East,1,28982,28982
744,2025-12-12,Keyboard,Electronics,South,1,20558,20558
745,2025-06-30,Tablet,Accessories,West,4,5456,21824
746,2025-06-03,Monitor,Accessories,West,1,15917,15917
747,2025-11-11,Tablet,Electronics,North,7,30461,213227
748,2025-07-12,Laptop,Accessories,South,5,35181,175905
749,2025-08-09,Printer,Electronics,West,8,35040,280320
750,2025-05-29,Tablet,Accessories,South,8,46502,372016
751,2025-04-19,Printer,Electronics,East,3,43910,131730
752,2025-02-09,Monitor,Electronics,South,7,39565,276955
753,2025-12-28,Printer,Electronics,South,4,44298,177192
754,2025-08-09,Laptop,Accessories,East,4,36448,145792
755,2025-11-20,Mobile,Electronics,East,7,14369,100583
756,2025-07-14,Mouse,Accessories,East,5,47476,237380
757,2025-07-08,Printer,Accessories,North,8,14770,118160
758,2025-01-04,Tablet,Accessories,North,8,11275,90200
759,2025-06-30,Printer,Electronics,North,1,7114,7114
760,2025-09-11,Monitor,Accessories,North,5,38226,191130
761,2025-09-06,Printer,Accessories,South,9,32752,294768
762,2025-06-17,Mouse,Electronics,South,5,43133,215665
763,2025-07-31,Tablet,Accessories,East,5,12080,60400
764,2025-11-28,Keyboard,Electronics,East,6,22818,136908
765,2025-12-09,Mobile,Accessories,South,4,20124,80496
766,2025-04-22,Tablet,Electronics,South,5,23564,117820
767,2025-02-16,Keyboard,Accessories,East,9,21475,193275
768,2025-08-01,Keyboard,Electronics,West,8,5641,45128
769,2025-10-14,Mobile,Accessories,West,1,45102,45102
770,2025-09-11,Laptop,Electronics,East,2,31986,63972
771,2025-09-30,Printer,Accessories,West,6,27628,165768
772,2025-12-23,Keyboard,Electronics,North,9,11656,104904
773,2025-10-19,Laptop,Electronics,East,9,3110,27990
774,2025-09-28,Mouse,Electronics,South,8,21083,168664
775,2025-06-16,Monitor,Accessories,North,1,26082,26082
776,2025-09-08,Laptop,Electronics,North,1,20373,20373
777,2025-12-06,Printer,Electronics,East,6,37625,225750
778,2025-03-17,Mouse,Electronics,East,1,42020,42020
779,2025-09-28,Printer,Accessories,West,1,12612,12612
780,2025-12-05,Tablet,Accessories,East,4,6533,26132
781,2025-11-10,Laptop,Accessories,South,8,4673,37384
782,2025-08-04,Tablet,Electronics,East,7,14711,102977
783,2025-06-17,Tablet,Electronics,North,6,17876,107256
784,2025-12-02,Keyboard,Accessories,North,5,39694,198470
785,2025-03-21,Tablet,Electronics,South,3,36031,108093
786,2025-04-05,Printer,Accessories,East,9,4231,38079
787,2025-11-09,Monitor,Accessories,East,2,19977,39954
788,2025-04-24,Mouse,Electronics,East,8,41834,334672
789,2025-11-24,Printer,Electronics,North,2,37827,75654
790,2025-10-10,Printer,Electronics,South,5,27000,135000
791,2025-11-30,Monitor,Accessories,West,1,11308,11308
792,2025-02-19,Laptop,Electronics,South,1,30513,30513
793,2025-02-16,Mouse,Accessories,North,5,26549,132745
794,2025-03-20,Mouse,Accessories,East,4,4265,17060
795,2025-11-06,Monitor,Accessories,West,3,25203,75609
796,2025-07-21,Laptop,Electronics,West,8,15666,125328
797,2025-01-06,Mobile,Electronics,West,1,11061,11061
798,2025-03-23,Mobile,Accessories,North,9,2488,22392
799,2025-07-23,Mouse,Electronics,East,1,22692,22692
800,2025-10-18,Mobile,Accessories,West,2,32588,65176
801,2025-06-03,Tablet,Electronics,East,6,4617,27702
802,2025-02-10,Keyboard,Accessories,West,6,23047,138282
803,2025-11-18,Keyboard,Electronics,South,3,29767,89301
804,2025-05-14,Mouse,Electronics,South,6,16694,100164
805,2025-12-18,Keyboard,Electronics,East,9,46036,414324
806,2025-03-06,Tablet,Accessories,North,4,19189,76756
807,2025-11-11,Keyboard,Electronics,West,5,15938,79690
808,2025-09-05,Keyboard,Accessories,South,5,48494,242470
809,2025-10-28,Printer,Electronics,North,9,41743,375687
810,2025-05-18,Printer,Electronics,North,9,582,5238
811,2025-06-15,Laptop,Accessories,South,6,8867,53202
812,2025-09-01,Tablet,Electronics,East,6,13477,80862
813,2025-09-28,Printer,Electronics,East,9,29538,265842
814,2025-09-05,Printer,Electronics,East,9,24973,224757
815,2025-06-19,Mobile,Accessories,North,9,26140,235260
816,2025-09-02,Mouse,Electronics,West,8,10778,86224
817,2025-03-04,Laptop,Electronics,South,4,38387,153548
818,2025-10-17,Tablet,Electronics,South,5,5539,27695
819,2025-11-27,Mobile,Accessories,West,3,18068,54204
820,2025-12-04,Keyboard,Electronics,East,7,26749,187243
821,2025-11-15,Monitor,Accessories,South,4,8110,32440
822,2025-12-24,Laptop,Electronics,West,3,35261,105783
823,2025-07-28,Laptop,Electronics,South,8,33958,271664
824,2025-10-11,Laptop,Accessories,North,9,17178,154602
825,2025-02-25,Tablet,Electronics,South,9,18757,168813
826,2025-06-17,Printer,Accessories,West,6,18925,113550
827,2025-04-02,Mobile,Accessories,East,5,26434,132170
828,2025-05-19,Mobile,Electronics,North,6,11251,67506
829,2025-09-13,Mouse,Electronics,East,4,32457,129828
830,2025-11-20,Printer,Electronics,North,6,27211,163266
831,2025-08-30,Laptop,Electronics,South,7,36342,254394
832,2025-05-13,Laptop,Accessories,West,6,14152,84912
833,2025-04-19,Mouse,Accessories,East,5,49893,249465
834,2025-05-09,Printer,Accessories,West,3,12856,38568
835,2025-01-23,Laptop,Electronics,North,8,21725,173800
836,2025-06-02,Monitor,Electronics,South,4,4427,17708
837,2025-02-05,Keyboard,Accessories,North,7,45395,317765
838,2025-04-07,Laptop,Electronics,North,7,11587,81109
839,2025-04-19,Tablet,Electronics,South,9,17913,161217
840,2025-09-18,Mobile,Electronics,North,9,27753,249777
841,2025-11-09,Mouse,Accessories,North,7,25027,175189
842,2025-05-21,Keyboard,Accessories,East,5,28746,143730
843,2025-09-04,Monitor,Accessories,North,7,6020,42140
844,2025-01-18,Keyboard,Accessories,South,6,15455,92730
845,2025-05-06,Tablet,Accessories,South,1,42180,42180
846,2025-05-02,Mobile,Electronics,West,3,24001,72003
847,2025-06-11,Laptop,Accessories,West,3,44439,133317
848,2025-02-16,Keyboard,Electronics,East,7,35562,248934
849,2025-06-01,Tablet,Electronics,North,6,45442,272652
850,2025-01-19,Tablet,Accessories,West,1,19889,19889
851,2025-12-20,Tablet,Electronics,South,1,35216,35216
852,2025-04-03,Mouse,Electronics,West,1,44437,44437
853,2025-11-16,Monitor,Electronics,East,1,29416,29416
854,2025-01-17,Mouse,Electronics,North,8,48909,391272
855,2025-01-07,Mobile,Electronics,East,1,16310,16310
856,2025-08-29,Keyboard,Electronics,East,5,692,3460
857,2025-07-26,Monitor,Electronics,East,9,32630,293670
858,2025-06-05,Laptop,Accessories,West,9,37161,334449
859,2025-03-27,Laptop,Electronics,West,1,33772,33772
860,2025-08-21,Mouse,Accessories,North,3,7273,21819
861,2025-09-28,Tablet,Electronics,North,3,38325,114975
862,2025-05-26,Tablet,Accessories,West,9,42715,384435
863,2025-05-16,Keyboard,Accessories,West,2,12499,24998
864,2025-10-19,Mouse,Accessories,West,9,39259,353331
865,2025-06-22,Mobile,Accessories,North,9,11812,106308
866,2025-01-20,Monitor,Electronics,South,6,2882,17292
867,2025-01-03,Keyboard,Accessories,West,3,14662,43986
868,2025-03-03,Printer,Electronics,West,8,14894,119152
869,2025-05-02,Mouse,Electronics,West,4,3390,13560
870,2025-09-13,Laptop,Electronics,West,2,9777,19554
871,2025-07-26,Laptop,Accessories,West,2,45035,90070
872,2025-11-10,Monitor,Accessories,North,9,17133,154197
873,2025-07-28,Tablet,Electronics,East,7,12077,84539
874,2025-09-22,Mouse,Accessories,South,7,36431,255017
875,2025-08-03,Mouse,Electronics,North,1,28547,28547
876,2025-09-02,Keyboard,Accessories,South,4,989,3956
877,2025-02-28,Laptop,Accessories,North,6,17499,104994
878,2025-08-10,Printer,Accessories,West,2,2129,4258
879,2025-06-27,Printer,Electronics,South,1,19445,19445
880,2025-11-14,Laptop,Accessories,South,7,46213,323491
881,2025-08-27,Tablet,Accessories,East,6,11244,67464
882,2025-06-22,Printer,Electronics,South,1,32209,32209
883,2025-10-05,Mobile,Electronics,North,4,28026,112104
884,2025-10-06,Mouse,Accessories,West,4,24531,98124
885,2025-12-23,Printer,Accessories,North,4,49645,198580
886,2025-06-14,Mouse,Accessories,South,8,25844,206752
887,2025-06-12,Mouse,Electronics,West,5,25683,128415
888,2025-06-25,Keyboard,Electronics,West,8,33957,271656
889,2025-09-12,Monitor,Electronics,West,8,16603,132824
890,2025-09-21,Tablet,Electronics,South,6,32501,195006
891,2025-01-27,Printer,Accessories,East,6,36003,216018
892,2025-12-13,Tablet,Electronics,East,3,37728,113184
893,2025-07-06,Monitor,Electronics,South,1,36118,36118
894,2025-03-27,Keyboard,Electronics,South,5,36118,180590
895,2025-12-22,Mouse,Electronics,West,8,41573,332584
896,2025-07-16,Monitor,Electronics,South,3,46787,140361
897,2025-03-09,Monitor,Electronics,East,3,11276,33828
898,2025-03-15,Monitor,Electronics,North,3,11422,34266
899,2025-07-30,Mouse,Accessories,East,4,48675,194700
900,2025-01-28,Monitor,Electronics,East,2,7338,14676
901,2025-05-29,Printer,Accessories,West,5,45094,225470
902,2025-06-19,Printer,Accessories,North,6,5732,34392
903,2025-02-24,Keyboard,Accessories,West,2,20110,40220
904,2025-05-13,Mouse,Electronics,East,7,26015,182105
905,2025-07-01,Mobile,Accessories,East,9,13788,124092
906,2025-09-17,Laptop,Electronics,West,1,7482,7482
907,2025-08-30,Mouse,Electronics,North,6,10441,62646
908,2025-04-22,Laptop,Electronics,East,2,44935,89870
909,2025-01-20,Keyboard,Accessories,East,8,1641,13128
910,2025-01-13,Monitor,Accessories,North,8,5713,45704
911,2025-11-18,Printer,Accessories,South,1,19673,19673
912,2025-10-26,Keyboard,Accessories,West,8,22939,183512
913,2025-07-28,Printer,Accessories,East,8,24013,192104
914,2025-02-14,Tablet,Electronics,West,7,17859,125013
915,2025-03-29,Mouse,Electronics,East,5,40650,203250
916,2025-08-22,Laptop,Electronics,East,3,43288,129864
917,2025-09-21,Mouse,Electronics,North,7,15660,109620
918,2025-08-19,Monitor,Electronics,West,4,15215,60860
919,2025-10-25,Keyboard,Electronics,East,1,36403,36403
920,2025-03-12,Printer,Accessories,South,2,22949,45898
921,2025-12-24,Mobile,Accessories,West,4,4645,18580
922,2025-10-20,Keyboard,Electronics,West,5,20039,100195
923,2025-02-25,Mouse,Accessories,East,8,37599,300792
924,2025-12-16,Printer,Accessories,East,8,46672,373376
925,2025-02-05,Monitor,Accessories,South,1,17920,17920
926,2025-12-04,Keyboard,Electronics,West,4,44754,179016
927,2025-10-05,Mobile,Electronics,East,8,16330,130640
928,2025-09-23,Keyboard,Accessories,East,5,47795,238975
929,2025-09-04,Mouse,Electronics,South,7,20020,140140
930,2025-04-16,Monitor,Accessories,South,9,30634,275706
931,2025-03-30,Mobile,Electronics,West,9,27913,251217
932,2025-04-16,Mouse,Electronics,East,8,8580,68640
933,2025-01-13,Laptop,Accessories,North,7,21658,151606
934,2025-08-06,Tablet,Electronics,South,8,31879,255032
935,2025-11-28,Printer,Accessories,East,9,946,8514
936,2025-08-15,Mobile,Accessories,East,7,31980,223860
937,2025-07-06,Laptop,Accessories,South,7,45239,316673
938,2025-12-31,Laptop,Electronics,North,8,35200,281600
939,2025-03-18,Laptop,Accessories,South,6,38342,230052
940,2025-02-08,Laptop,Electronics,West,6,23023,138138
941,2025-04-30,Printer,Electronics,South,6,3762,22572
942,2025-05-11,Monitor,Accessories,South,3,24463,73389
943,2025-09-04,Keyboard,Electronics,South,6,7355,44130
944,2025-09-13,Tablet,Accessories,North,3,28029,84087
945,2025-12-11,Mouse,Electronics,East,5,49959,249795
946,2025-03-25,Mouse,Electronics,South,5,11501,57505
947,2025-05-07,Mobile,Accessories,North,4,16416,65664
948,2025-07-24,Laptop,Accessories,West,4,19431,77724
949,2025-09-30,Mobile,Accessories,South,1,4468,4468
950,2025-11-24,Tablet,Accessories,East,7,12449,87143
951,2025-06-05,Laptop,Electronics,West,7,48856,341992
952,2025-09-03,Mobile,Electronics,North,7,28149,197043
953,2025-04-06,Mobile,Electronics,South,7,29184,204288
954,2025-06-20,Monitor,Accessories,North,2,36096,72192
955,2025-04-26,Mouse,Electronics,West,7,40260,281820
956,2025-06-29,Keyboard,Electronics,North,5,48074,240370
957,2025-07-01,Mouse,Electronics,West,4,35964,143856
958,2025-04-08,Laptop,Accessories,East,3,47422,142266
959,2025-03-13,Tablet,Accessories,West,1,20192,20192
960,2025-08-20,Mobile,Accessories,East,1,31326,31326
961,2025-09-30,Laptop,Accessories,South,7,48466,339262
962,2025-02-25,Keyboard,Accessories,South,5,4424,22120
